5500.299805,1.61137
5522.5,1.599079
5530,1.602384
5526.700195,1.593397
5534.200195,1.60241
5538.100098,1.611292
5498.700195,1.61517
5473.5,1.628611
5498.200195,1.6334
5455.399902,1.626995
5420.799805,1.635296
5335.100098,1.635671
5303,1.629806
5260.299805,1.620509
5276.899902,1.611006
5188.5,1.625012
5247.399902,1.6147
5283.299805,1.617809
5253.200195,1.614309
5139.299805,1.598491
5111.799805,1.595253
5132,1.599207
5161.5,1.592002
5142.5,1.576989
5167.5,1.565803
5325.100098,1.557608
5358.200195,1.569391
5352.100098,1.561207
5315.100098,1.570204
5342.899902,1.569809
5405.899902,1.566711
5484.100098,1.579005
5533.200195,1.568209
5527.200195,1.542305
5599.799805,1.546408
5640.600098,1.548659
5617.299805,1.544592
5625.700195,1.541711
5593.899902,1.52439
5620.399902,1.523902
5650.100098,1.497881
5644.5,1.50281
5673.600098,1.5103
5677.899902,1.503601
5727.700195,1.513294
5672.299805,1.504189
5679.600098,1.501637
5744.899902,1.497006
5780.399902,1.507205
5762.100098,1.521607
5777.700195,1.505435
5761.700195,1.523693
5796.299805,1.531792
5825,1.525367
5744,1.501795
5723.399902,1.510802
5665.299805,1.502133
5723.700195,1.489891
5753.899902,1.484494
5603.5,1.489802
5617.799805,1.498195
5553.299805,1.507409
5411.100098,1.518372
5341.899902,1.529192
5261,1.521005
5334.200195,1.5298
5383.5,1.527091
5433.700195,1.524204
5262.899902,1.528304
5262.5,1.536996
5073.100098,1.537397
5062.899902,1.537775
5069.600098,1.547221
4940.700195,1.546551
5038.100098,1.536405
5163.299805,1.533531
5151.299805,1.536382
5211.200195,1.541331
5126,1.537397
5069.100098,1.538201
5132.5,1.54679
5163.700195,1.524762
5202.100098,1.520427
5217.799805,1.535603
5237.899902,1.530011
5299.100098,1.524925
5247,1.512791
5178.5,1.509799
5100.200195,1.486392
5046.5,1.478306
4916.899902,1.486193
4805.799805,1.492092
4838.100098,1.483701
4823.5,1.46139
4965,1.453805
5132.899902,1.448016
5167,1.429674
5271,1.44167
5253.5,1.434844
5211.299805,1.4481
5139.5,1.440901
5214.600098,1.441504
5313.799805,1.438394
5312.600098,1.456049
5351.100098,1.445296
5314,1.452201
5258,1.466706
5397.100098,1.465008
5396.5,1.4634
5386.200195,1.445797
5410.5,1.447408
5376.399902,1.444899
5245.200195,1.454799
5266.100098,1.470848
5275.399902,1.455202
5302.899902,1.4736
5211.299805,1.479991
5195.299805,1.4736
5234.799805,1.481591
5156,1.482997
5201.600098,1.475993
5225.200195,1.482008
5366.399902,1.496804
5371,1.493206
5428.200195,1.506796
5429.700195,1.50989
5494.200195,1.505344
5501.600098,1.494433
5565.5,1.516576
5567.399902,1.520496
5508.5,1.513203
5602.5,1.514394
5576.200195,1.517842
5551.899902,1.515496
5547.100098,1.506796
5578.399902,1.502404
5569.299805,1.518511
5548.600098,1.526811
5592.899902,1.544306
5556,1.53069
5662.100098,1.522557
5657.600098,1.528725
5672.399902,1.518395
5661.600098,1.527207
5747.399902,1.543901
5742.5,1.548995
5703.899902,1.558798
5728.899902,1.559406
5757.899902,1.561232
5741.399902,1.5688
5646,1.588992
5677.899902,1.594591
5675.200195,1.594591
5694.600098,1.589193
5757.399902,1.589143
5875.399902,1.597801
5850,1.590609
5875.200195,1.585791
5816.899902,1.563282
5815.200195,1.558774
5681.899902,1.560306
5692.600098,1.564602
5768.700195,1.557802
5732.799805,1.559892
5680.799805,1.557705
5698.899902,1.554509
5668.700195,1.549619
5551,1.541093
5528.299805,1.547221
5642.5,1.552
5770.299805,1.553398
5808.5,1.546599
5794.5,1.53499
5808,1.544807
5813,1.539598
5882.200195,1.544998
5881.100098,1.539504
5871.799805,1.534872
5891.600098,1.547389
5951.799805,1.542591
6008.899902,1.53709
5996.399902,1.542805
5971,1.553398
5899.899902,1.563404
6013.899902,1.562817
5984.299805,1.564602
5956.299805,1.554823
6014,1.561695
6050.700195,1.564602
6023.899902,1.56789
6056.399902,1.583105
5976.700195,1.581003
5867.899902,1.580303
5896.299805,1.579579
5943.899902,1.57166
5965.100098,1.582003
5881.399902,1.582429
5862.899902,1.589143
5957.799805,1.586496
6000.100098,1.588007
6051,1.594871
6091.299805,1.589295
6052.299805,1.581103
6020,1.590508
6062.899902,1.60064
6085.299805,1.597904
6087.399902,1.589396
6083,1.570302
6014.799805,1.58451
5996.799805,1.571191
6001.200195,1.56789
5994,1.570969
5935.799805,1.585012
5914.899902,1.577412
6005.100098,1.577412
5937.299805,1.604802
5845.299805,1.605987
5828.700195,1.603232
5775.200195,1.610695
5695.299805,1.627604
5718.100098,1.620956
5786.100098,1.611629
5762.700195,1.6
5795.899902,1.612227
5880.899902,1.610565
5932.200195,1.612903
5948.299805,1.604312
5908.799805,1.588714
6009.899902,1.592103
6017,1.605188
6007.399902,1.600435
6055.799805,1.594667
6053.399902,1.580503
5964.5,1.579005
6010.399902,1.57597
5870.100098,1.559016
5896.899902,1.555621
6022.299805,1.556808
6018.299805,1.561036
6069.399902,1.55909
6082.899902,1.57679
5984.100098,1.57087
5920,1.575324
5976.799805,1.579654
5942.700195,1.577511
5945,1.579904
5925.899902,1.586194
5923.700195,1.576392
5861,1.556081
5923.5,1.563282
5835.899902,1.551301
5858.399902,1.55082
5870.100098,1.546599
5881,1.540405
5938.899902,1.54464
5847.899902,1.541378
5855,1.544211
5863.200195,1.535579
5864.700195,1.550195
5808.899902,1.54371
5773.5,1.557244
5803.100098,1.548971
5742.600098,1.559795
5698.799805,1.551205
5714.899902,1.545094
5773,1.554002
5674.399902,1.558992
5697.700195,1.560793
5722.299805,1.574927
5766.899902,1.584284
5989.799805,1.588133
6017.5,1.590002
6024,1.596297
6002.899902,1.597419
6054.600098,1.590989
5869,1.599386
5906.399902,1.598644
5847,1.582003
5843.700195,1.592991
5752.799805,1.592686
5899.899902,1.58293
5935,1.603001
5925.299805,1.613606
5929.700195,1.620483
5856.600098,1.61345
5774.399902,1.609969
5718.399902,1.612903
5584.5,1.606632
5393.100098,1.61015
5247,1.60971
5007.200195,1.600307
5162.799805,1.602821
5320,1.613658
5350.600098,1.609295
5357.600098,1.617809
5040.799805,1.625091
5095.299805,1.622797
5129.399902,1.616005
5205.899902,1.623508
5131.100098,1.61444
5394.5,1.610047
5418.700195,1.627048
5292,1.626281
5102.600098,1.633293
5156.799805,1.627445
5214.700195,1.626836
5129.600098,1.619853
5174.299805,1.616344
5227,1.62001
5337.5,1.606606
5363.700195,1.607149
5288.399902,1.617207
5041.600098,1.6072
5066.799805,1.59913
5089.399902,1.614335
5196.799805,1.622297
5128.5,1.630869
5075.5,1.636019
4944.399902,1.624907
5102.200195,1.612201
5303.399902,1.60041
5399,1.599079
5395.700195,1.600999
5441.799805,1.607407
5403.399902,1.603412
5410.399902,1.612071
5450.5,1.613059
5384.700195,1.630098
5488.700195,1.632493
5548.100098,1.63212
5713.799805,1.637412
5702.200195,1.634494
5544.200195,1.625699
5421.600098,1.626889
5510.799805,1.631401
5567.299805,1.626122
5460.399902,1.63244
5444.799805,1.639479
5545.399902,1.651473
5509,1.652811
5423.100098,1.650192
5362.899902,1.650901
5222.600098,1.662787
5206.799805,1.665002
5164.700195,1.668808
5312.799805,1.666
5337,1.649648
5505.399902,1.649702
5489.299805,1.638592
5568.700195,1.635804
5546.899902,1.641174
5483.799805,1.63701
5529.200195,1.636742
5427.899902,1.628399
5400.899902,1.617599
5387.299805,1.620929
5365,1.625303
5419.600098,1.616501
5389.700195,1.623192
5507.399902,1.621429
5566.799805,1.610877
5572.299805,1.61849
5699.899902,1.627975
5668.5,1.638538
5612.299805,1.651119
5696.700195,1.648777
5670.799805,1.646497
5662.399902,1.633427
5636.600098,1.636152
5702.399902,1.645413
5741.200195,1.635724
5728.600098,1.644304
5782.600098,1.640797
5751.899902,1.636554
5733.5,1.622613
5671.100098,1.637412
5681.600098,1.637733
5790.700195,1.619591
5796.100098,1.616109
5890.299805,1.617809
5875.899902,1.620693
5895.5,1.622534
5852.399902,1.605987
5905.700195,1.602615
5885.399902,1.596297
5905.100098,1.599002
5945.299805,1.598798
5928.200195,1.607588
5916.600098,1.604802
5915.600098,1.606813
5927.899902,1.60971
5871.5,1.606787
5931.299805,1.600896
5911.100098,1.598108
5791.399902,1.60259
5859.700195,1.590811
5887.5,1.591824
5892.799805,1.616815
5955.899902,1.614909
5965.600098,1.611188
5961.100098,1.605832
5891.399902,1.61371
5892,1.615927
5845.700195,1.632333
5869.600098,1.631508
5809,1.628081
5742,1.642603
5768.5,1.632733
5874.899902,1.636849
5723.700195,1.641201
5595.600098,1.630922
5634.700195,1.627869
5710.5,1.643412
5651.799805,1.623587
5745.299805,1.641659
5744.600098,1.632014
5772.200195,1.631481
5665.600098,1.611811
5709.5,1.622797
5777.100098,1.629328
5737.799805,1.638592
5812.200195,1.644088
5758.100098,1.654096
5766.600098,1.650792
5530.100098,1.647799
5544,1.646605
5575.5,1.649811
5465.5,1.63701
5437.600098,1.62832
5267.600098,1.635002
5304.5,1.641497
5403.299805,1.630763
5266.399902,1.625144
5350.100098,1.618804
5297.299805,1.617207
5320.899902,1.609995
5260.200195,1.59482
5384.100098,1.598593
5447.799805,1.59775
5473.700195,1.585691
5483.799805,1.585867
5467.100098,1.578607
5478.799805,1.576989
5491.100098,1.579305
5566.399902,1.572401
5513.700195,1.565999
5450.700195,1.573416
5447,1.55082
5523.899902,1.536169
5640.600098,1.549331
5687.700195,1.555258
5684.5,1.563991
5692.600098,1.557608
5662.600098,1.559941
5664.5,1.558312
5608.299805,1.543591
5666.100098,1.54703
5662.399902,1.546599
5629.100098,1.543448
5651.799805,1.553302
5533.899902,1.565827
5499.200195,1.558895
5498.299805,1.574778
5573.200195,1.574506
5635.299805,1.582629
5712.799805,1.574506
5662.299805,1.57087
5787.299805,1.57771
5808.799805,1.579604
5851.5,1.594311
5847.100098,1.599667
5831.899902,1.599846
5864.799805,1.595965
5833,1.608777
5857.5,1.611188
5774.200195,1.608001
5776.600098,1.594007
5776.600098,1.591191
5775.700195,1.603721
5711.5,1.603284
5758.399902,1.606193
5672,1.609891
5657.899902,1.591495
5777.299805,1.59421
5792.200195,1.607691
5782.100098,1.590002
5819.899902,1.580578
5915.600098,1.570796
5893.5,1.5752
5854.600098,1.57771
5852.600098,1.563893
5838.799805,1.564896
5859.700195,1.552867
5768.100098,1.5477
5820.5,1.548995
5809.5,1.550099
5825.799805,1.559795
5827.799805,1.570722
5871,1.568308
5776.700195,1.560988
5829.799805,1.564309
5793.299805,1.560696
5805.600098,1.570031
5870.5,1.563795
5896.200195,1.565411
5882.899902,1.558069
5797.899902,1.548012
5804.799805,1.547508
5805.100098,1.552289
5849.899902,1.552506
5782.700195,1.550989
5861.899902,1.567103
5868.600098,1.567103
5839.100098,1.567988
5776.100098,1.559697
5769.700195,1.56189
5767.299805,1.56649
5786.299805,1.544402
5722,1.541592
5737.700195,1.551205
5748.100098,1.552
5752,1.564407
5791,1.560939
5819.100098,1.550171
5803.299805,1.541949
5870.299805,1.545906
5866.799805,1.547461
5871.200195,1.533601
5869,1.534213
5914.399902,1.530011
5921.600098,1.532497
5925,1.53386
5945.899902,1.542996
5929.600098,1.548827
5935.899902,1.554557
5961.600098,1.557899
5958.299805,1.562695
5940,1.566097
5954.200195,1.568209
5897.799805,1.572401
6027.399902,1.570845
6047.299805,1.576044
6089.799805,1.584284
6064.600098,1.580278
6101.5,1.580303
6121.600098,1.581278
6107.899902,1.58932
6117.299805,1.581278
6104,1.581278
6181,1.578208
6179.200195,1.572574
6197.600098,1.56912
6264.899902,1.568874
6284.5,1.580778
6323.100098,1.586924
6276.899902,1.582829
6347.200195,1.579031
6246.799805,1.567202
6282.799805,1.574555
6263.899902,1.588688
6277.100098,1.58328
6338.399902,1.592205
6359.100098,1.592357
6327.399902,1.595914
6379.100098,1.583306
6395.399902,1.587554
6291.5,1.572327
6335.700195,1.573564
6355.399902,1.582529
6360.799805,1.5673
6378.600098,1.565435
6345.600098,1.570598
6432,1.565435
6427.600098,1.570352
6503.600098,1.583707
6510.600098,1.588815
6481.5,1.586294
6529.399902,1.587554
6489.700195,1.582779
6441.299805,1.587806
6432.700195,1.596169
6388.600098,1.595405
6392.799805,1.58932
6378.399902,1.595914
6411.700195,1.601409
6490.700195,1.603849
6420.299805,1.59066
6344.100098,1.590331
6249.799805,1.58303
6387.399902,1.588058
6416.100098,1.590811
6384.399902,1.58554
6343.600098,1.592357
6304.600098,1.595914
6286.600098,1.585037
6280.600098,1.589572
6406.100098,1.59421
6431.799805,1.602307
6442.600098,1.606168
6430.100098,1.613163
6451.299805,1.612123
6460.700195,1.614466
6521.5,1.617809
6557.299805,1.617861
6625,1.628134
6631.799805,1.623377
6686.100098,1.622323
6693.600098,1.619302
6687.799805,1.619197
6803.899902,1.612305
6840.299805,1.619433
6696.799805,1.614726
6654.299805,1.613814
6762,1.613684
6583.100098,1.607717
6525.100098,1.609787
6558.600098,1.598721
6419.299805,1.592103
6336.100098,1.578532
6340.100098,1.581278
6299.5,1.582779
6304.600098,1.576094
6308.299805,1.568381
6330.5,1.565925
6159.5,1.568135
6116.200195,1.566907
6029.100098,1.563477
6101.899902,1.548299
6165.5,1.539646
6307.799805,1.535155
6303.899902,1.538462
6229.899902,1.538462
6421.700195,1.548227
6375.5,1.552313
6505,1.55376
6543.399902,1.548611
6544.899902,1.556905
6586.100098,1.552072
6556.399902,1.555452
6630.700195,1.571586
6623.200195,1.568627
6597.399902,1.571981
6620.399902,1.570598
6588,1.560063
6571,1.558361
6621.100098,1.556662
6682,1.563722
6647.899902,1.557147
6619.600098,1.551831
6529.700195,1.568209
6583.399902,1.56912
6574.299805,1.56912
6611.899902,1.558409
6587.399902,1.553036
6465.700195,1.547988
6453.5,1.553036
6390.799805,1.551831
6446.899902,1.551109
6492.100098,1.542734
6483.100098,1.558361
6412.899902,1.5625
6506.200195,1.566416
6468.399902,1.5647
6474.700195,1.571833
6530.700195,1.560793
6584,1.551831
6588.399902,1.550147
6589,1.548707
6583.799805,1.568627
6558.799805,1.572822
6625.399902,1.571339
6596.399902,1.566784
6557.399902,1.554485
6571.5,1.55159
6512.700195,1.565411
6462.200195,1.558798
6460,1.561622
6437.5,1.56703
